pair_id	dataset_id	original_query	query_keywords
6485	7236	authentication dataset contains time	time
6486	5820	authentication dataset contains time	time
6487	809	authentication dataset contains time	time
6488	2263	authentication dataset contains time	time
6489	209	data containing authentication pattern along with the time  which should at least contain time	time
6490	2518	data containing authentication pattern along with the time  which should at least contain time	time
6491	1889	data containing authentication pattern along with the time  which should at least contain time	time
6492	8061	data containing authentication pattern along with the time  which should at least contain time	time
6493	5591	data containing authentication pattern along with the time  which should at least contain time	time
6494	5974	data containing authentication pattern along with the time  which should at least contain time	time
6495	7236	data containing authentication pattern along with the time  which should at least contain time	time
6496	5820	data containing authentication pattern along with the time  which should at least contain time	time
6497	809	data containing authentication pattern along with the time  which should at least contain time	time
6498	2263	data containing authentication pattern along with the time  which should at least contain time	time
6499	209	dataset containing authentication pattern along with the time.	time
6500	2518	dataset containing authentication pattern along with the time.	time
6501	1889	dataset containing authentication pattern along with the time.	time
6502	8061	dataset containing authentication pattern along with the time.	time
6503	5591	dataset containing authentication pattern along with the time.	time
6504	5974	dataset containing authentication pattern along with the time.	time
6505	7236	dataset containing authentication pattern along with the time.	time
6506	5820	dataset containing authentication pattern along with the time.	time
6507	809	dataset containing authentication pattern along with the time.	time
6508	2263	dataset containing authentication pattern along with the time.	time
6509	209	datasets of authentication pattern along with the time	time
6510	2518	datasets of authentication pattern along with the time	time
6511	1889	datasets of authentication pattern along with the time	time
6512	8061	datasets of authentication pattern along with the time	time
6513	5591	datasets of authentication pattern along with the time	time
6514	5974	datasets of authentication pattern along with the time	time
6515	7236	datasets of authentication pattern along with the time	time
6516	5820	datasets of authentication pattern along with the time	time
6517	809	datasets of authentication pattern along with the time	time
6518	2263	datasets of authentication pattern along with the time	time
6519	9589	authentication pattern, timestamp, application , password 	timestamp application password
6520	131	authentication pattern, timestamp, application , password 	timestamp application password
6521	17	authentication pattern, timestamp, application , password 	timestamp application password
6522	621	authentication pattern, timestamp, application , password 	timestamp application password
6523	269	authentication pattern, timestamp, application , password 	timestamp application password
